Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Price,Discount,Region,Total_Sales
ORD-001542,CUST-00382,PRD-0193,08/26/2024,3,71644.46,10,NORTH,193440.04
ORD-001543,CUST-01276,PRD-0068,01/10/2022,3,76176.58,0%,East,228529.74
ORD-001544,CUST-00369,PRD-0063,08/21/2021,3,92217.27,15%,Central,235154.04
ORD-001545,CUST-00334,PRD-0440,10/20/2024,1 pcs,₹75546.99,NA,South,75546.99
ORD-001546,CUST-01220,PRD-0481,04/18/2023,3,4951.31,5,West,14111.23
ORD-001547,CUST-01036,PRD-0241,10/25/2021,3,63100.27,NA,East,189300.81
ORD-001548,CUST-01340,PRD-0053,01/03/2020,1,97232.13,15,south,82647.31
ORD-001549,CUST-01287,PRD-0209,12/31/2020,4,3882.74,0,East,15530.96
ORD-001550,CUST-01923,PRD-0298,07/16/2024,1,"1,943.60",20,East,1554.88
ORD-001551,CUST-01433,PRD-0238,01/13/2021,about 1,"69,600.21",10%,North,62640.19
ORD-001552,CUST-00449,PRD-0211,08/21/2021,2,"2,812.24",NA,south,5624.48
ORD-001553,CUST-00997,PRD-0360,12/25/2020,1,89718.89,15,South,76261.06
ORD-001554,CUST-01506,PRD-0419,01/31/2022,3,35374.03,20,South,84897.67
ORD-001555,CUST-00989,PRD-0130,04/09/2025,1,59917.53,,North,59917.53
ORD-001556,CUST-00901,PRD-0292,05/10/2022,3,35490.98,10%,Central,95825.65
ORD-001557,CUST-00193,PRD-0474,01/01/2022,about 4,34883.68,10%,North,125581.25
ORD-001558,CUST-00525,PRD-0309,04/30/2021,3,100500.73,15,North,256276.86
ORD-001559,CUST-00513,PRD-0305,04/06/2024,4,117188.13,15,North,
ORD-001560,CUST-01158,PRD-0066,07/06/2021,1,"42,473.37",5,West,40349.7
ORD-001561,CUST-01679,PRD-0201,06/12/2022,1,₹43375.60,10%,South,39038.04
ORD-001562,CUST-00696,PRD-0122,05/14/2021,1,2829.76,15,north,2405.3
ORD-001563,CUST-01487,PRD-0443,07/22/2025,2,55183.82,0,South,110367.64
ORD-001564,CUST-01685,PRD-0471,02/15/2023,3,93245.4,5,Central,265749.39
ORD-001565,CUST-00702,PRD-0369,10/29/2024,3,522.57,20,south,1254.17
ORD-001566,CUST-00401,PRD-0366,05/25/2025,1 pcs,3320.47,5,north,
ORD-001567,CUST-01030,PRD-0481,01/03/2021,4,3690.54,10,South,13285.94
ORD-001568,CUST-01736,PRD-0236,02/10/2021,1,46091.11,,East,46091.11
ORD-001569,CUST-00532,PRD-0008,10/02/2020,1,1323.38,5%,South,1257.21
ORD-001570,CUST-01995,PRD-0193,09/10/2020,3,29233.19,20,north,70159.66
ORD-001571,CUST-01486,PRD-0267,05/01/2020,2,35423.3,10,Central,63761.94
ORD-001572,CUST-01381,PRD-0147,11/19/2023,2,1297.22,5,West,
ORD-001573,CUST-00941,PRD-0010,12/17/2023,2,"97,728.84",15,North,166139.03
ORD-001574,CUST-00288,PRD-0062,07/01/2020,2,"₹81,016.61",0%,NORTH,162033.22
ORD-001575,CUST-00292,PRD-0269,07/10/2021,3,30928.79,10,Central,83507.73
ORD-001576,CUST-00323,PRD-0340,11/05/2022,2 pcs,92749.41,0,North,185498.82
ORD-001577,CUST-00151,PRD-0167,06/06/2022,3,15048.55,5,West,42888.37
ORD-001578,CUST-01945,PRD-0209,11/05/2025,1,112.37,20%,North,89.9
ORD-001579,CUST-01982,PRD-0118,01/08/2023,1,"49,673.29",10%,South,44705.96
ORD-001580,CUST-01523,PRD-0012,11/22/2024,3 pcs,"4,745.74",5,Central,13525.36
ORD-001581,CUST-01817,PRD-0452,06/25/2025,4,96112.34,10%,East,346004.42
ORD-001582,CUST-01511,PRD-0328,10/14/2023,1,71738.16,15%,East,60977.44
ORD-001583,CUST-00926,PRD-0164,10/03/2022,about 1,214.14,5,south,203.43
ORD-001584,CUST-00169,PRD-0493,10/18/2024,1,85208.51,20%,East,68166.81
ORD-001585,CUST-00177,PRD-0481,08/28/2023,2,₹2407.73,0%,Central,4815.46
ORD-001586,CUST-01069,PRD-0250,08/30/2024,2,74548.89,15,south,126733.11
ORD-001587,CUST-00027,PRD-0400,03/09/2022,3,"100,382.47",,East,301147.41
ORD-001588,CUST-01882,PRD-0368,12/29/2024,3,44318.16,5,West,126306.76
ORD-001589,CUST-00515,PRD-0356,09/12/2024,2 pcs,31082.03,0,West,62164.06
ORD-001590,CUST-00404,PRD-0046,03/04/2021,1,84701.1,0%,East,84701.1
ORD-001591,CUST-00069,PRD-0005,12/06/2025,2,110551.05,0,north,221102.1
ORD-001592,CUST-01037,PRD-0266,04/29/2025,3,60056.04,,south,180168.12
ORD-001593,CUST-00579,PRD-0361,05/08/2025,1,104918.84,0,North,104918.84
ORD-001594,CUST-01829,PRD-0293,12/25/2021,2 pcs,68742.29,10,West,123736.12
ORD-001595,CUST-01999,PRD-0399,06/17/2024,2,₹51365.62,NA,NORTH,102731.24
ORD-001596,CUST-00339,PRD-0455,07/22/2020,4,31751.75,0,South,127007
ORD-001597,CUST-00243,PRD-0209,02/03/2023,1,1317.92,,East,1317.92
ORD-001598,CUST-00508,PRD-0154,07/23/2023,2,51186.41,15,East,87016.9
ORD-001599,CUST-01022,PRD-0220,05/10/2023,2,48780.58,0,West,97561.16
ORD-001600,CUST-00042,PRD-0170,01/25/2024,5 pcs,8432.29,0%,North,28474.58
ORD-001601,CUST-01132,PRD-0095,01/21/2025,1,86108.52,5%,East,81803.09
ORD-001602,CUST-01446,PRD-0326,05/22/2021,2,4149.06,5,Central,7883.21
ORD-001603,CUST-01582,PRD-0489,12/28/2021,1,₹12881.30,5,South,12237.23
ORD-001604,CUST-00661,PRD-0425,01/07/2025,2,28694.52,5,NORTH,54519.59
ORD-001605,CUST-00506,PRD-0105,07/30/2023,2 pcs,₹47363.58,15,NORTH,80518.09
ORD-001606,CUST-00150,PRD-0011,05/27/2022,2,83707.2,15%,West,142302.24
ORD-001607,CUST-01288,PRD-0012,12/19/2020,about 1,104.1,15,East,88.48
ORD-001608,CUST-00673,PRD-0047,02/09/2025,4,508.31,0,Central,2033.24
ORD-001609,CUST-00412,PRD-0184,06/13/2023,2,79212.84,20,south,126740.54
ORD-001610,CUST-01607,PRD-0033,12/31/2021,1,69965.84,5,West,66467.55
ORD-001611,CUST-01388,PRD-0144,04/07/2025,1,103104.06,10%,East,92793.65
ORD-001612,CUST-01505,PRD-0229,03/14/2020,1,948.36,15,West,806.11
ORD-001613,CUST-00212,PRD-0209,02/25/2023,1 pcs,3256.7,5,NORTH,3093.86
ORD-001614,CUST-01744,PRD-0131,11/30/2024,1,"117,615.88",5%,East,111735.09
ORD-001615,CUST-01115,PRD-0311,10/21/2024,1,55448.46,20%,West,44358.77
ORD-001616,CUST-01647,PRD-0143,01/09/2025,3,4112.61,20,East,9870.26
ORD-001617,CUST-00665,PRD-0126,11/11/2024,1,1807.45,,West,1807.45
ORD-001618,CUST-01714,PRD-0411,01/14/2024,1,72633.73,0%,West,72633.73
ORD-001619,CUST-01880,PRD-0193,12/08/2023,2,55911.41,,south,111822.82
ORD-001620,CUST-00873,PRD-0277,08/19/2024,2,"27,855.22",20,south,44568.35
ORD-001621,CUST-00834,PRD-0150,07/21/2022,1,"26,255.37",15,North,22317.06
ORD-001622,CUST-00162,PRD-0145,04/18/2025,1,"42,346.34",20,NORTH,33877.07
ORD-001623,CUST-01962,PRD-0341,06/27/2024,4,116623.39,5,East,443168.88
ORD-001624,CUST-01352,PRD-0382,05/21/2020,2,3416.47,10,North,
ORD-001625,CUST-01157,PRD-0450,09/23/2025,2,3529.73,5,North,6706.49
ORD-001626,CUST-00374,PRD-0318,04/27/2020,2,56325.81,5,north,107019.04
ORD-001627,CUST-00155,PRD-0194,05/23/2024,3,58734.47,NA,NORTH,176203.41
ORD-001628,CUST-00270,PRD-0039,12/12/2020,4 pcs,28813.89,0,North,115255.56
ORD-001629,CUST-01625,PRD-0098,10/04/2025,2,"67,778.34",20,NORTH,108445.34
ORD-001630,CUST-01394,PRD-0170,11/16/2024,3,"8,908.60",0,South,26725.8
ORD-001631,CUST-00685,PRD-0280,11/19/2023,1,3341.96,5%,East,3174.86
ORD-001632,CUST-00721,PRD-0212,06/20/2023,3,23148.71,20,West,55556.9
ORD-001633,CUST-00419,PRD-0053,12/11/2024,1 pcs,109503.45,15,north,86691.1
ORD-001634,CUST-00287,PRD-0332,08/11/2024,2,"8,111.51",5,South,15411.87
ORD-001635,CUST-00563,PRD-0128,03/19/2024,3,"27,888.85",20,NORTH,66933.24
ORD-001636,CUST-00409,PRD-0410,01/31/2020,1,"34,783.58",10%,West,31305.22
ORD-001637,CUST-01552,PRD-0226,07/30/2024,1,87681.8,10,South,78913.62
ORD-001638,CUST-00325,PRD-0444,09/17/2022,4,"1,830.08",10,North,6588.29
ORD-001639,CUST-01052,PRD-0356,07/06/2023,about 2,40681.5,15,NORTH,69158.55
ORD-001640,CUST-01680,PRD-0468,01/19/2023,1,13412.96,0,West,13412.96
ORD-001641,CUST-01868,PRD-0301,03/15/2024,2 pcs,₹7106.77,10,north,12792.19
ORD-001642,CUST-00220,PRD-0313,08/06/2025,3,25924.09,15,Central,66106.43
ORD-001643,CUST-01462,PRD-0030,06/19/2020,1,104415.38,0,North,99776.1
ORD-001644,CUST-01942,PRD-0039,01/19/2023,1,₹91823.45,10%,North,82641.1
ORD-001645,CUST-01383,PRD-0382,01/07/2021,2 pcs,3198.4,20%,West,5117.44
ORD-001646,CUST-00330,PRD-0169,10/20/2022,2,92306.51,0%,south,184613.02
ORD-001647,CUST-00436,PRD-0355,08/03/2023,4,108927.94,15,North,
ORD-001648,CUST-00781,PRD-0274,03/12/2023,3,65564.39,10,Central,177023.85
ORD-001649,CUST-00825,PRD-0370,09/26/2023,2,67397.76,0,South,134795.52
ORD-001650,CUST-01459,PRD-0420,04/13/2021,2,101228.31,0,north,202456.62
ORD-001651,CUST-01764,PRD-0212,07/23/2024,2,17408.64,15,north,29594.69
ORD-001652,CUST-00586,PRD-0285,06/19/2022,4,59805.12,15%,West,203337.41
ORD-001653,CUST-00252,PRD-0022,12/08/2022,1,1003.48,15,NORTH,852.96
ORD-001654,CUST-00333,PRD-0470,08/15/2022,1,40549.95,0%,West,40549.95
ORD-001655,CUST-01668,PRD-0217,04/10/2021,4,"107,655.06",5,West,409089.23
ORD-001656,CUST-00233,PRD-0175,03/27/2021,3,"9,598.17",,north,28794.51
ORD-001657,CUST-01706,PRD-0071,01/24/2023,1,26247.49,,Central,24977.74
ORD-001658,CUST-00441,PRD-0217,12/09/2021,2,12969.41,15,NORTH,22048
ORD-001659,CUST-00677,PRD-0002,11/12/2022,1,10815.5,0,East,10815.5
ORD-001660,CUST-01524,PRD-0053,04/11/2024,1,"30,505.94",0,NORTH,30505.94
ORD-001661,CUST-00790,PRD-0424,08/25/2023,about 5,59323.87,10%,NORTH,266957.42
ORD-001662,CUST-01817,PRD-0063,05/08/2023,1,₹57146.62,5,West,54289.29
ORD-001663,CUST-00552,PRD-0112,04/03/2020,1,13796.57,10%,north,12416.91
ORD-001664,CUST-00697,PRD-0108,11/01/2024,2,"23,135.39",15%,NORTH,39330.16
ORD-001665,CUST-00906,PRD-0163,07/22/2020,1,107427.92,20,East,85942.34
ORD-001666,CUST-00705,PRD-0059,05/08/2020,4,94623.06,,NORTH,378492.24
ORD-001667,CUST-01306,PRD-0363,05/24/2021,2,₹6184.63,0,NORTH,12369.26
ORD-001668,CUST-00529,PRD-0459,02/14/2025,1,93968.86,5%,NORTH,89270.42
ORD-001669,CUST-00923,PRD-0023,03/16/2025,1,39620.19,5,North,37639.18
ORD-001670,CUST-00958,PRD-0270,06/05/2022,2,23184.34,10,NORTH,41731.81
ORD-001671,CUST-01418,PRD-0402,10/09/2020,1,67618.56,NA,West,67618.56
ORD-001672,CUST-00583,PRD-0008,09/10/2020,2,1079.76,10%,north,1943.57
ORD-001673,CUST-00709,PRD-0080,06/15/2020,2,"65,031.73",NA,south,130063.46
ORD-001674,CUST-01442,PRD-0290,07/31/2023,1,"105,182.76",20,north,84146.21
ORD-001675,CUST-00533,PRD-0182,12/26/2023,1,12704.15,20,NORTH,10163.32
ORD-001676,CUST-00268,PRD-0077,09/30/2024,3,"₹7,457.27",0%,south,22371.81
ORD-001677,CUST-01705,PRD-0229,08/12/2022,1,2605.01,10,West,2344.51
ORD-001678,CUST-01328,PRD-0436,04/06/2021,1 pcs,104177.34,5,north,98968.47
ORD-001679,CUST-00286,PRD-0492,12/03/2022,5,2157.31,0,East,10786.55
ORD-001680,CUST-00581,PRD-0236,01/06/2024,3 pcs,"50,118.04",0%,West,150354.12
ORD-001681,CUST-00403,PRD-0053,07/26/2021,2,115360.57,0%,East,230721.14
ORD-001682,CUST-01772,PRD-0459,02/06/2021,2,"28,065.24",5,south,53323.96
ORD-001683,CUST-01270,PRD-0034,05/25/2021,about 1,₹2258.33,20%,north,1806.66
ORD-001684,CUST-00188,PRD-0139,07/05/2023,1,21398.91,,West,21398.91
ORD-001685,CUST-00585,PRD-0253,02/10/2022,1,105509.11,10,north,94958.2
ORD-001686,CUST-01117,PRD-0141,04/06/2025,2 pcs,"19,815.32",15,North,33686.04
ORD-001687,CUST-00456,PRD-0497,10/11/2024,2,9855.95,,NORTH,19711.9
ORD-001688,CUST-00604,PRD-0290,03/19/2021,5,15237.26,NA,South,76186.3
ORD-001689,CUST-00479,PRD-0176,02/05/2020,1 pcs,11378.93,10,West,10241.04
ORD-001690,CUST-00855,PRD-0099,04/17/2022,1,57084.35,5,NORTH,54230.13
ORD-001691,CUST-00901,PRD-0188,05/01/2023,1 pcs,46531.88,0,South,46531.88
ORD-001692,CUST-00662,PRD-0225,04/26/2022,4,"88,219.83",NA,South,352879.32
ORD-001693,CUST-00133,PRD-0459,08/12/2021,1,50014.29,20,south,40011.43
ORD-001694,CUST-00252,PRD-0086,11/05/2023,1,588.25,20,NORTH,
ORD-001695,CUST-00609,PRD-0362,01/21/2020,about 3,13343.72,0,South,40031.16
ORD-001696,CUST-00643,PRD-0261,01/03/2021,1,94612.96,20,Central,75690.37
ORD-001697,CUST-01192,PRD-0445,06/16/2022,1,"106,736.84",5,East,101400
ORD-001698,CUST-00110,PRD-0247,06/17/2024,3,15615.07,0%,West,46845.21
ORD-001699,CUST-00520,PRD-0250,06/27/2024,2,90300.25,5%,South,171570.48
ORD-001700,CUST-00776,PRD-0082,06/10/2023,1,112321.57,5%,south,99803.97
ORD-001701,CUST-00958,PRD-0301,02/19/2021,1,"₹9,749.46",15,north,8287.04
ORD-001702,CUST-01342,PRD-0458,07/01/2020,1,37350.7,NA,north,37350.7
ORD-001703,CUST-01557,PRD-0368,04/15/2021,1,27645.25,0,NORTH,27645.25
ORD-001704,CUST-00848,PRD-0176,02/10/2020,4,28688.24,0,Central,114752.96
ORD-001705,CUST-01241,PRD-0092,12/21/2020,1,25865.08,20,Central,20692.06
ORD-001706,CUST-01323,PRD-0383,09/04/2024,1,103134.37,,West,103134.37
ORD-001707,CUST-00605,PRD-0135,11/22/2021,2,76849.64,5,East,146014.32
ORD-001708,,PRD-0411,05/17/2022,1,101937.5,10%,East,91743.75
ORD-001709,CUST-01783,PRD-0412,06/05/2024,1,52268.88,0%,Central,
ORD-001710,CUST-01900,PRD-0315,02/28/2025,about 1,106079.99,15,West,90167.99
ORD-001711,CUST-00187,PRD-0328,08/03/2020,1,45959.47,20%,East,36767.58
ORD-001712,CUST-01026,PRD-0146,07/12/2022,1,34544.97,15,south,29363.22
ORD-001713,CUST-00634,PRD-0160,01/31/2022,2 pcs,49295.78,5%,East,93661.98
ORD-001714,CUST-01673,PRD-0127,07/06/2021,3,638.44,NA,Central,1915.32
ORD-001715,CUST-00566,PRD-0184,12/12/2023,1,55428.86,15,north,47114.53
ORD-001716,CUST-01666,PRD-0220,11/09/2024,3,100960.9,20%,North,242306.16
ORD-001717,CUST-01856,PRD-0212,02/18/2024,1,105699.82,5,north,100414.83
ORD-001718,CUST-00630,PRD-0076,02/22/2022,3,105474.83,5,South,300603.27
ORD-001719,CUST-01785,PRD-0096,10/04/2020,1,28504.79,20,South,22803.83
ORD-001720,CUST-00306,PRD-0370,05/24/2020,1,"24,040.89",5,north,22838.85
ORD-001721,CUST-01622,PRD-0226,07/29/2025,2,"95,541.95",20,south,152867.12
ORD-001722,CUST-01531,PRD-0459,01/02/2020,2,35518.71,5,South,67485.55
ORD-001723,CUST-01314,PRD-0308,03/23/2024,2,"4,502.01",5,Central,8553.82
ORD-001724,CUST-01183,PRD-0496,02/09/2025,2,"₹6,516.90",20,West,10427.04
ORD-001725,CUST-00883,PRD-0385,04/20/2021,3,"76,139.99",20%,south,182735.98
ORD-001726,CUST-00499,PRD-0301,04/08/2020,1,101705.22,5,North,96619.96
ORD-001727,CUST-00559,PRD-0496,12/16/2022,3,49417.81,NA,North,148253.43
ORD-001728,CUST-01634,PRD-0026,04/14/2021,2,"28,300.16",5,Central,53770.3
ORD-001729,CUST-00313,PRD-0372,12/10/2021,2,"87,659.10",20,West,140254.56
ORD-001730,CUST-01124,PRD-0344,07/13/2023,2,680.36,10,south,1224.65
ORD-001731,CUST-00495,PRD-0279,08/28/2020,3,106540.05,20,north,255696.12
ORD-001732,CUST-00499,PRD-0295,11/28/2020,3,6854.05,10,NORTH,18505.94
ORD-001733,CUST-00537,PRD-0243,01/13/2023,2,3496.62,10,East,6293.92
ORD-001734,CUST-01374,PRD-0066,12/03/2025,3,66792.26,10%,South,180339.1
ORD-001735,CUST-01449,PRD-0109,07/29/2022,2 pcs,₹107830.01,,Central,215660.02
ORD-001736,CUST-01157,PRD-0009,05/05/2020,5,20170,0%,South,100850
ORD-001737,CUST-01929,PRD-0075,01/27/2023,1,68266.27,20%,North,54613.02
ORD-001738,CUST-01018,PRD-0211,09/15/2024,3 pcs,1308.29,10%,South,3532.38
ORD-001739,CUST-00480,PRD-0110,05/12/2024,1,3543.63,0,East,3543.63
ORD-001740,CUST-01898,PRD-0032,06/24/2025,2,92320.37,0%,Central,184640.74
ORD-001741,CUST-01930,PRD-0381,06/12/2024,3,37435.4,15%,NORTH,95460.27
ORD-001742,CUST-00316,PRD-0313,07/29/2024,4,"116,242.25",20%,West,371975.2
ORD-001743,CUST-01816,PRD-0179,08/16/2020,3,"4,136.59",15,West,10548.3
ORD-001744,CUST-00259,PRD-0393,07/27/2020,2,93591.78,10,NORTH,168465.2
ORD-001745,CUST-00245,PRD-0475,02/13/2023,2,38204.83,15%,South,64948.21
ORD-001746,CUST-00707,PRD-0381,03/14/2020,2,79027.37,,south,158054.74
ORD-001747,CUST-00223,PRD-0057,03/08/2024,1,104631.89,5,West,99400.3
ORD-001748,CUST-00440,PRD-0052,11/23/2022,1,62128.26,0,West,62128.26
ORD-001749,CUST-01603,PRD-0183,08/17/2021,2,104969.1,15,South,178447.47
ORD-001750,CUST-00957,PRD-0097,06/08/2022,2,34027.21,0,North,68054.42
ORD-001751,CUST-00470,PRD-0149,07/11/2024,3,18191.82,10,north,49117.91
ORD-001752,CUST-01227,PRD-0193,01/29/2020,1,47693.6,0%,NORTH,47693.6
ORD-001753,CUST-00296,PRD-0312,07/04/2024,2 pcs,109171.75,15,south,185591.98
ORD-001754,CUST-00695,PRD-0397,07/27/2023,2,86044.54,NA,South,172089.08
ORD-001755,CUST-00539,PRD-0038,07/03/2025,2,11006.67,,south,
ORD-001756,CUST-00511,PRD-0123,04/19/2025,4,₹5391.50,15,NORTH,18331.1
ORD-001757,CUST-01934,PRD-0092,04/12/2020,1,69090.25,20,Central,40943.43
ORD-001758,CUST-01509,PRD-0104,06/22/2023,2,"106,538.99",5%,NORTH,202424.08
ORD-001759,CUST-01865,PRD-0438,03/13/2022,3,111275.09,5%,North,317134.01
ORD-001760,CUST-00907,PRD-0015,06/13/2024,2,"96,516.13",5,north,183380.65
ORD-001761,CUST-01395,PRD-0111,02/20/2021,2 pcs,86294.92,5%,South,163960.35
ORD-001762,CUST-01889,PRD-0182,08/13/2025,1 pcs,50614.34,15,West,43022.19
ORD-001763,CUST-00385,PRD-0179,10/29/2021,about 2,436.97,,north,484.87
ORD-001764,CUST-01725,PRD-0107,01/28/2023,about 1,102247.68,15,south,86910.53
ORD-001765,CUST-01302,PRD-0234,02/06/2022,1,54394.15,20%,West,43515.32
ORD-001766,CUST-01728,PRD-0412,12/05/2025,about 1,89042.54,,West,89042.54
ORD-001767,CUST-01770,PRD-0148,05/26/2025,2,57363.99,10%,South,103255.18
ORD-001768,CUST-00065,PRD-0231,10/09/2024,5,72716.24,20,Central,290864.96
ORD-001769,CUST-01608,PRD-0232,03/12/2024,1 pcs,98679.18,10%,West,88811.26
ORD-001770,CUST-00861,PRD-0344,01/27/2024,1,"3,368.09",15,NORTH,2862.88
ORD-001771,CUST-01518,PRD-0460,11/03/2023,4,79983.71,15,South,271944.61
ORD-001772,CUST-00993,PRD-0301,02/12/2024,2,104903.72,15,NORTH,178336.32
ORD-001773,CUST-00831,PRD-0328,12/16/2021,1,84496.8,NA,South,84496.8
ORD-001774,CUST-00699,PRD-0189,01/14/2021,3,₹3882.08,10,East,10481.62
ORD-001775,CUST-00368,PRD-0135,11/07/2020,3,"87,959.86",NA,NORTH,263879.58
ORD-001776,CUST-00609,PRD-0470,02/27/2020,1,28812.05,15,East,24490.24
ORD-001777,CUST-00723,PRD-0096,12/13/2022,4,45199.2,5,West,171756.96
ORD-001778,CUST-00205,PRD-0250,07/25/2021,4,21997.66,15%,South,74792.04
ORD-001779,CUST-00892,PRD-0407,11/06/2022,5,38147.14,10%,East,171662.13
ORD-001780,CUST-00377,PRD-0164,09/28/2020,3,2137.29,20,North,5129.5
ORD-001781,CUST-00813,PRD-0438,07/29/2025,1,117669.28,15,West,100018.89
ORD-001782,CUST-00642,PRD-0051,05/09/2023,3,63263.44,10,North,170811.29
ORD-001783,CUST-01143,PRD-0245,08/11/2020,1,101425.83,10,south,91283.25
ORD-001784,CUST-00520,PRD-0381,11/05/2024,1,87480.41,NA,Central,87480.41
ORD-001785,CUST-00185,PRD-0434,12/01/2021,1,17036.52,5,north,16184.69
ORD-001786,CUST-00516,PRD-0294,08/22/2023,3,₹85951.80,,south,257855.4
ORD-001787,CUST-01325,PRD-0162,08/07/2020,1 pcs,115695.82,15,Central,98341.45
ORD-001788,CUST-00749,PRD-0294,06/22/2023,1,76480.48,0,north,76480.48
ORD-001789,CUST-00408,PRD-0334,05/24/2025,1,42984.58,10,NORTH,38686.12
ORD-001790,CUST-00583,PRD-0431,11/07/2021,2,10050.64,10%,East,18877.33
ORD-001791,CUST-00810,PRD-0095,06/06/2021,2,79725.84,15,East,135533.93
ORD-001792,CUST-00171,PRD-0338,08/11/2023,3,1696.14,20,NORTH,4070.74
ORD-001793,CUST-01744,PRD-0225,06/18/2020,1,46770.29,10,NORTH,42093.26
ORD-001794,CUST-00065,PRD-0314,02/11/2021,3,2239.28,10%,East,6046.06
ORD-001795,CUST-00050,PRD-0417,02/06/2022,2,"72,909.50",15,East,123946.15
ORD-001796,CUST-01841,PRD-0089,05/07/2020,1,117115.11,NA,north,117115.11
ORD-001797,CUST-00821,PRD-0103,04/24/2021,3,79731.67,10%,north,215275.51
ORD-001798,CUST-00344,PRD-0134,09/05/2021,2 pcs,82533.12,0,north,165066.24
ORD-001799,CUST-01901,PRD-0386,08/20/2022,3,46325.38,0,South,82296.02
ORD-001800,CUST-00954,PRD-0388,12/01/2022,3,"99,020.58",20,NORTH,237649.39
ORD-001801,CUST-01326,PRD-0410,08/20/2025,2,"51,837.66",0%,north,103675.32
ORD-001802,CUST-01167,PRD-0074,10/25/2023,1,₹116087.70,5,north,110283.31
ORD-001803,CUST-01980,PRD-0159,10/16/2024,3,3214.61,10,Central,8679.45
ORD-001804,CUST-01899,PRD-0198,10/11/2021,2,1497.88,0,south,2995.76
ORD-001805,CUST-00281,PRD-0478,02/03/2021,3,29209.25,5,West,83246.36
ORD-001806,CUST-00399,PRD-0430,04/11/2021,about 3,1123.69,5,north,3202.52
ORD-001807,CUST-01000,PRD-0370,11/25/2024,1 pcs,₹78352.84,0,NORTH,78352.84
ORD-001808,CUST-00980,PRD-0075,04/09/2022,1,114571.62,10,NORTH,103114.46
ORD-001809,CUST-01425,PRD-0304,03/08/2023,1 pcs,"42,441.78",20,north,33953.42
ORD-001810,CUST-01465,PRD-0267,03/25/2021,4,27192.26,,Central,108769.04
ORD-001811,CUST-01990,PRD-0024,03/08/2020,2,75905.72,0,Central,151811.44
ORD-001812,CUST-01204,PRD-0408,02/20/2023,2,₹8353.28,15%,north,14200.58
ORD-001813,CUST-00917,PRD-0449,06/15/2025,1,69523.2,0,south,69523.2
ORD-001814,CUST-00072,PRD-0215,01/02/2020,2,"36,430.24",20,South,58288.38
ORD-001815,CUST-01715,PRD-0476,06/15/2021,3,118446.95,10%,south,319806.77
ORD-001816,CUST-01403,PRD-0425,03/22/2022,4,₹69600.85,5,South,264483.23
ORD-001817,CUST-00039,PRD-0152,04/11/2024,1,38399.88,10%,North,34559.89
ORD-001818,CUST-00548,PRD-0366,09/19/2021,3,1278.19,0,south,3834.57
ORD-001819,CUST-00214,PRD-0457,06/11/2022,1,12074.91,0,West,12074.91
ORD-001820,CUST-01831,PRD-0209,02/02/2022,3,"2,318.00",15,West,5910.9
ORD-001821,CUST-01940,PRD-0166,12/30/2020,2,₹4873.56,15%,south,8285.05
ORD-001822,CUST-01733,PRD-0394,08/01/2023,3 pcs,2420.73,20%,North,
ORD-001823,CUST-00329,PRD-0391,04/01/2021,1,100104.92,NA,North,100104.92
ORD-001824,CUST-00766,PRD-0411,10/24/2021,1,76530.04,NA,Central,76530.04
ORD-001825,CUST-01637,PRD-0304,03/29/2023,1,62365.63,NA,West,62365.63
ORD-001826,CUST-00608,PRD-0401,12/20/2024,2,5816.35,,East,11632.7
ORD-001827,CUST-00074,PRD-0009,09/23/2025,1,62899.03,5,NORTH,59754.08
ORD-001828,CUST-00027,PRD-0192,12/08/2024,2,14621.61,,south,29243.22
ORD-001829,CUST-00961,PRD-0186,04/10/2024,3,4609.04,10,north,12444.41
ORD-001830,CUST-00066,PRD-0125,05/29/2025,about 2,₹95178.77,,East,190357.54
ORD-001831,CUST-00401,PRD-0046,08/20/2022,2,33845.19,10,NORTH,60921.34
ORD-001832,CUST-00437,PRD-0490,02/16/2024,3,859.97,,East,2579.91
ORD-001833,CUST-00712,PRD-0310,02/12/2024,2,20509.89,,East,41019.78
ORD-001834,CUST-01680,PRD-0205,08/09/2025,2,₹26549.28,20,South,42478.85
ORD-001835,CUST-00799,PRD-0412,02/11/2020,1 pcs,82355.81,NA,South,82355.81
ORD-001836,CUST-00728,PRD-0259,02/03/2025,2,"116,603.18",10,East,209885.72
ORD-001837,CUST-01739,PRD-0199,03/24/2024,1,50987.43,NA,NORTH,50987.43
ORD-001838,CUST-00473,PRD-0024,03/04/2024,2,59351.16,0,NORTH,118702.32
ORD-001839,CUST-01315,PRD-0453,09/11/2020,2,56039.14,0%,North,112078.28
ORD-001840,CUST-01023,PRD-0268,01/04/2020,1,29453.41,20,South,23562.73
ORD-001841,CUST-01258,PRD-0290,04/24/2023,4,58155.24,NA,north,232620.96
ORD-001842,CUST-01789,PRD-0086,04/25/2022,1,3989.48,10%,West,3590.53
ORD-001843,CUST-00162,PRD-0422,06/14/2023,1,2778.62,15,North,2361.83
ORD-001844,CUST-01475,PRD-0146,08/04/2022,1,2850.81,15,south,2423.19
ORD-001845,CUST-01191,PRD-0157,12/20/2022,1,41389.39,10,north,37250.45
ORD-001846,CUST-01137,PRD-0051,12/23/2022,4,88316.89,0%,East,353267.56
ORD-001847,CUST-01062,PRD-0207,01/30/2024,3 pcs,"24,931.54",15,East,63575.43
